Nr projektu;Lokalizacja projektu;Nazwa osiedla;Kategoria projektu;Suma kosztów;Wszystkie opinie;Nazwa projektu
122;Obrêb Marszowice, Arkusz AR-16, dz.7 w zarz¹dzie i u¿ytkowaniu ZDiUM. Wykonanie i podbudowa nawierzchni  drogi ul. D³u¿yckiej od  ul. Ma³omickiej  w kierunku ul. Krzelowskiej na odcinku drogi d³. 240m;Leœnica;drogowe;148435;Tak;Przebudowa ci¹gu komunikacyjnego na terenach gminnych w celu poprawy warunków zamieszkiwania na odcinku drogi ul. D³u¿yckiej osiedla Marszowice we Wroc³awiu
123;Obrêb Marszowice, Arkusz AR-16, dz.7 w zarz¹dzie i u¿ytkowaniu ZDiUM. Wykonanie i podbudowa nawierzchni  drogi ul. D³u¿yckiej od  ul. Ma³omickiej  w kierunku ul. Krzelowskiej na odcinku drogi d³. 240m;Leœnica;drogowe;148435;Nie;Przebudowa ci¹gu komunikacyjnego na terenach gminnych w celu poprawy warunków zamieszkiwania na odcinku drogi ul. D³u¿yckiej osiedla Marszowice we Wroc³awiu
124;Obrêb Marszowice, Arkusz AR-16, dz.7 w zarz¹dzie i u¿ytkowaniu ZDiUM. Wykonanie i podbudowa nawierzchni  drogi ul. D³u¿yckiej od  ul. Ma³omickiej  w kierunku ul. Krzelowskiej na odcinku drogi d³. 240m;Leœnica;drogowe;148435;Nie;Przebudowa ci¹gu komunikacyjnego na terenach gminnych w celu poprawy warunków zamieszkiwania na odcinku drogi ul. D³u¿yckiej osiedla Marszowice we Wroc³awiu
125;Pracze odrzañskie AR_32 2/6, 2/8, 2/7;Pracze Odrzañskie ;inne;400000;Tak;Budowa toru dla modeli zdalnie sterowanych RC elektrycznych, spalinowych  wraz z podestem dla kieruj¹cych, podjazdem to tankowania oraz miejscami serwisowymi.
126;Ulica Rumiankowa od skrzy¿owania z ul. Przyby³y do skrzy¿owania z ul. Rezedow¹, osiedle ¯erniki;¯erniki ;drogowe;520000;Tak;Remont odcinka ulicy Rumiankowej wraz z budow¹ kanalizacji deszczowej.
127;"Grabiszyn, AR_11, 8/3, podwórko w obrêbie ulic Stalowa, Spi¿owa, Br¹zowa
";Gajowice ;rewitalizacja;126000;Tak;Remont podwórka w obrêbie ulic Stalowa, Spi¿owa, Br¹zowa
128;http://geoportal.wroclaw.pl/poi/pt/13969/ul.%C5%BBERNICKA/225a?5;¯erniki ;piesze/rowerowe;150000;Tak;Budowa Chodnika Przednia62/¯ernicka225a
129;Buforowa, Jagodno;Jagodno;piesze/rowerowe;500000;Tak;Chodnik i œcie¿ka rowerowa Jagodno
130;Ul. Kopernika (na wysokoœci Pañstwowej Inspekcji Pracy), Park Szczytnicki.  Zalesie, AR_18, 1;Zacisze-Zalesie-Szczytniki;zieleñ/rekreacja;1000000;Tak;Odbudowa dawnego Amfiteatru.
131;ulica Su³owska, obrêb Widawa;Widawa;piesze/rowerowe;697900;Tak;Budowa chodnika na ulicy Su³owskiej i poprawa bezpieczeñstwa na przejœciu dla pieszych. 
132;http://geoportal.wroclaw.pl/poi/poi/500?5;¯erniki ;drogowe;500000;Tak;Wylanie nawierzchni asfaltowej ³¹cznik Objazdowa Rumiankowa wraz z budow¹ chodnika
133;Obrêb Marszowice, Arkusz AR-16, dz.17 w zarz¹dzie i u¿ytkowaniu ZDiUM. Wykonanie i podbudowa  drogi ul. Grêbocickiej od  ul. Ma³omickiej  do  ul. Krzelowskiej na odcinku  d³. 310m i szer. 4,5m ;Leœnica;drogowe;149966;Tak;Wyrównanie i nadbudowa drogi ul. Grêbocickiej  w celu poprawy warunków zamieszkiwania i dojœcia na pobliski cmentarz na osiedlu Marszowice we Wroc³awiu 
134;ul. Zwyciêska, obrêb Partynice, arkusz map 12, dzia³ka nr 1/87;Krzyki-Partynice;piesze/rowerowe;20000;Tak;Budowa schodów i zjazdów dla wózków na skarpie przy budynku na ul.Zwyciêskiej 14c-14ce we Wroc³awiu w celu umo¿liwienia zejœcia na nowo powsta³y chodnik wzd³u¿ drogi wyjazdowej.
135;" ul. Parafialnej od 
BIEDRONKI przy ul. Pszczelarskie 1 do ul £ubinowej";O³taszyn;piesze/rowerowe;184000;Tak;Chodnik przy ul.Parafialnej od ul. Pszczelarskiej  do ul. £ubinowej
136;53-230 Wroc³aw, ul. In¿ynierska 54,  Nr geodezyjny dzia³ki: Grabiszyn, AR_24, 8;Grabiszyn-Grabiszynek;edukacja;1340000;Tak;Budowa infrastruktury sportowo-rekreacyjnej na terenie nale¿¹cym do Szko³y Podstawowej nr 109  we Wroc³awiu ,,Sportowy raj SP 109’’.
137;http://geoportal.wroclaw.pl/poi/pt/42022/ul.%C5%BBERNICKA/211-213?3;¯erniki ;inne;2000000;Nie;Œwietlica Osiedlowa ¯erniki (¯ernicka 211)
138;149/10;Gaj;drogowe;278000;Nie;Parking osiedlowy
139;"nr 9/3 oraz 22/45 obrêb Osobowice; 13/6 obrêb Leœnica ;  52/2 obr. Bartoszowice; 3/5 obrêb Popowice, nr 1 obrêb Popowice; nr 12/2 obrêb Z³otniki; nr 6/8 obrêb  Grabiszyn.";Wroc³aw;zieleñ/rekreacja;370000;Tak;Wroc³aw na sportowo – sieæ boisk do siatkówki oraz œcie¿ki zdrowia i si³ownia na powietrzu w ró¿nych rejonach Wroc³awia: Biskupin, Grabiszyn, Kozanów, Popowice, Osobowice, Leœnica, Z³otniki.
140;ca³e miasto Wroc³aw;Wroc³aw;inne;300;Tak;Wymiana oœwietlenia miejskiego na LEDowe
141;Komandorska 118-120;Powstañców Œl¹skich;piesze/rowerowe;450;Tak;stacja rowerowa
142;http://gis.um.wroc.pl/imap/?gpmap=gp16;¯erniki ;piesze/rowerowe;150000;Tak;Azyl dla pieszych ul.Strachowicka
143;http://gis.um.wroc.pl/imap/?gpmap=gp16;¯erniki ;inne;2000000;Nie;Osiedlowy Dom Kultury ¯erniki Stare
144;80/1, 83, 94, 95, 96;Wojszyce;place zabaw;1708754;Nie;Park Wojszyce
145;"Krzyki, AR_10, 17/9
Krzyki, AR_10, 17/8
";Krzyki-Partynice;piesze/rowerowe;84200;Tak;Budowa chodnika od ul. Krzyckiej do PrzyjaŸni 111 oraz uporz¹dkowanie terenu pomiêdzy budynkami Krzycka 83-83C i PrzyjaŸni 111 a ulica PrzyjaŸni.
146;"Po³udnie
AR_9, 77/2, 
AR_10, 6/4,
AR_11, 41,
AR_42, 4/4,
AR_42, 4/3,
AR_20, 1,
AR_20, 18/3,
AR_30, 16,
AR_40, 13
Tarnogaj
AR_3, 7/1
Ksiê¿e Ma³e
AR_1, 9/2
AR_5, 38
AR_6, 8/1
AR_2, 4/2";Wroc³aw;piesze/rowerowe;1609100;Tak;Bezpieczny ci¹g pieszo-rowerowy ul. Opolska – Park Wschodni.
147;Osiedle KuŸniki - 54-313 Wroc³aw ul.WoŸnicza progi spowalniaj¹ce na ca³ej d³ugoœci jezdni ok. 400 m.;KuŸniki;drogowe;150000;Tak;Progi na jezdni spowalniaj¹ce ruch pojazdów
148;wzd³u¿ nasypu kolejowego od ul. Krzyckiej do ul. Skarbowców od strony ul. Wawrzyniaka;Krzyki-Partynice;piesze/rowerowe;500000;Tak;œcie¿ka rowero-rolkowo-piesza
149;Wnêtrze podwórkowe przy ul. Nowowiejskiej, K. S. Wyszyñskiego, E.Orzeszkowej i S. Jaracza Ewidencja Dzia³ki Nowowiejska 70 026401_1.0005.9.139;O³bin;rewitalizacja;500000;Tak;Uporz¹dkowanie i modernizacja wnêtrza podwórkowego w ramach ulic: Nowowiejska,Wyszyñskiego, Orzeszkowej, Jaracza
150;Park Skowroni, teren przy zbiegu ul.Weigla i Spiskiej, dzia³ka Gaj, AR_13, 21;Gaj;sport;145000;Nie;Boiska do gry w siatkówkê pla¿ow¹ w Parku Skowronim
151;" Wnêtrze podwórkowe przy ul. Nowowiejskiej, K. S. Wyszyñskiego, E.Orzeszkowej i S. Jaracza Ewidencja Dzia³ki Nowowiejska 70 026401_1.0005.9.139
";O³bin;rewitalizacja;150000;Tak;Odwodnienie wnêtrza podwórkowego w ramach ulic: Nowowiejska,Wyszyñskiego, Orzeszkowej, Jaracza.
152;Gaj, AR_17, 4/1 Gaj, AR_17, 5/2 Gaj, AR_17, 1/45 Gaj, AR_17, 5/1 Gaj, AR_17, 4/2 ;Gaj;piesze/rowerowe;167700;Tak;budowa nawierzchni chodnika wzd³u¿ Wzgórza Gajowego do Infrastruktury komunikacji miejskiej na ulicy Bardzkiej, tak aby po³¹czyæ czêœci¹ piesz¹ osiedle Gaj z istniej¹cymi chodnikami przy Bardzkiej 
153;"ul Marca Polo, Swojczyce
Swojczyce, AR_26, 21/3
Swojczyce, AR_26, 22
";Strachocin-Swojczyce-Wojnów;inne;53305;Tak;Monta¿ oœwietlenia ulicznego wzd³u¿ ulicy Marca Polo (od ul.  Swojczyckiej do ul. Krzysztofa Kolumba) w celu zwiêkszenia bezpieczeñstwa i komfortu mieszkañców regionu
154;Kleczków AR_1,20;Kleczków;piesze/rowerowe;150000;Tak;Wymiana nawierzchni spacerowo - rowerowej na moœcie Osobowickim
155;Dzia³ka przy ul. Kominiarskiej AR_21, 12, obrêb Widawa i dzia³ka przy ul. Tymiankowej  AR_5, 3/5, obrêb Lipa Piotrowska.;Widawa;sport;142000;Tak;Infrastruktura do gry w koszykówkê na Widawie i Lipie Piotrowskiej
156;1) ul. Dembowskiego ( pomiêdzy 9 Maja a Partyzantów   2)  pêtla tramwajowa Biskupin ( pomiêdzy blokami)  3) ul.Bacciarellego 1 do 49;Biskupin-Sêpolno-D¹bie-Bartoszowice;inne;50000;Nie;1) plac zabaw dla dzieci   2) plac zabaw dla dzieci    3) miejsca parkingowe
157;"Odcinek ul. Osinieckiej od numeru 8 (od miejsca przeciêcia z rzek¹ £ugowina) do numeru 48.
¯erniki AR32, dzia³ka nr 1,  ¯erniki AR34, dzia³ka nr 8, Strachowice AR3, czêœæ dzia³ki nr 14";¯erniki , Jerzmanowo - Jarno³tów -Strachowice - Osiniec;inne;224000;Tak;Budowa oœwietlenia przy ul. Osinieckiej 
158;Odcinek ul. Osinieckiej od miejsca przeciêcia z rzek¹ £ugowina do skrzy¿owania z ulic¹ Wid³akow¹. ¯erniki AR32, dzia³ka nr 1, ¯erniki AR34, dzia³ka nr 8, Strachowice AR3, dzia³ka nr 14;¯erniki , Jerzmanowo - Jarno³tów -Strachowice - Osiniec;drogowe;1300000;Tak;Wymiana nawierzchni drogi odcinka ul. Osinieckiej wraz z budow¹ pobocza.
159;Czêœæ ul. Ostródzkiej od Brodnickiej do Pas³êckiej;Maœlice;piesze/rowerowe;5000;Tak;Budowa oœwietlenia i chodnika na czêœci ul. Ostródzkiej
160;ul. Su³owska obrêb Widawa;Widawa;drogowe;101000;Tak;Lewoskrêt Su³owska- Ksiêgarska
161;Dzia³ka nr 39, AM - 5, Obrêb Po³udnie, nale¿¹ca do gminy Wroc³aw, na której  prowadzi dzia³alnoœæ Szko³a Podstawowa nr 85, pod adresem ul. Romualda Traugutta 37 we Wroc³awiu;Przedmieœcie O³awskie;edukacja;19549;Tak;TRENINGOWA SKOCZNIA W DAL PRZY SP85 WE WROC£AWIU
162;most Milenijny, dzia³ki nr 4/5, 5/6, 5/8 AM 5 obrêb Popowice oraz dzia³ka nr 7/2 AM 23 obrêb Osobowice;Pilczyce-Kozanów-Popowice P³n., Osobowice - Rêdzin;piesze/rowerowe;2000;Tak;schody na Milenijny
163;Przedmieœcie O³awskie: Róg ulic Kniaziewicza i D¹browskiego (Po³udnie, AR_8, 58/8);Przedmieœcie O³awskie;rewitalizacja;2000000;Tak;Remont kamienicy na Przedmieœciu O³awskim: Róg ulic Kniaziewicza i D¹browskiego
164;"ul. Swojczycka, Mi³oszycka, Gospodarska; OSIEDLE SWOJCZYCE;  WROC£AW 
NR GEODEZYJNY DZIA£KI :  AR 21, dz. 5/1 
";Strachocin-Swojczyce-Wojnów;zieleñ/rekreacja;500000;Nie;SWOJCZYCKI PARK CZARNA WODA
165;Podwale 58 - 80;Przedmieœcie O³awskie;piesze/rowerowe;100000;Tak;Pas rowerowy wzd³u¿ ul Podwale od ul Traugutta do Skargi wraz z wyniesieniem przejœcia dla pieszych na wysokoœci skweru Krasiñskiego i Dworcowej i wytyczeniem przejazdu rowerowego przy pasach do parku
166;http://geoportal.wroclaw.pl/poi/pt/59418/ul.RUMIANKOWA/34?4;¯erniki ;edukacja;500000;Tak;Modernizacja placu szkolnego w Szkole Podstawowej Nr 27
167;http://geoportal.wroclaw.pl/poi/pt/61709/ul.%C5%BBERNICKA/210?4;¯erniki ;inne;500000;Tak;Wymiana wiaty przystankowej na now¹ ¯ernicka/210 naprzeciw Biedronki
168;http://gis.um.wroc.pl/imap/?gpmap=gp16;¯erniki ;zieleñ/rekreacja;7000;Tak;Monta¿ koszy na œmieci na alejkach parkowych
169;WROC£AW, JAGODNO UL. SARNIA;Jagodno;inne;100000;Tak;OŒWIETLENIE ul. SARNIA
170;Dzia³ki nr 11/15 i 11/16, AM 7, obrêb D¹bie, u wylotu ulicy Ko¿uchowskiej. Nadbrze¿ne tereny zielone pomiêdzy wa³em powodziowym a brzegiem zatoki Odry. ;Biskupin-Sêpolno-D¹bie-Bartoszowice;zieleñ/rekreacja;1630000;Nie;Rewitalizacja wybrze¿a Odry w rejonie ul. Ko¿uchowskiej. Zagospodarowanie rekreacyjne terenów zielonych do obs³ugi przystani jachtowej i ci¹gu pieszo- rowerowego
171;ul. Migda³owa 2, Wroc³aw nr. dz. 3/18 i ul. Do¿ynkowa  8 nr dz. 19/6;Klecina;zieleñ/rekreacja;408500;Tak;Miejsce  wypoczynku i rekreacji - Klecina
172;Traugutta;Przedmieœcie O³awskie;drogowe;150000;Nie;Tramwaj mknie, a nie stoi w korku: wydzielone torowisko na Traugutta 
173;"1/4 obr. Bieñk. ; 10 obr. Po³udn.; 2 obr. Gaj (Park Skowroni); 13/6 obr. Leœnica; 22/6 i 22/11 obr. St. Miasto (Szczepin); nr 4,5,6 i s¹siedn. obr. Kowale; 63/1 obr. Osobowowice, inne opis. w uzasadn.";Wroc³aw;zieleñ/rekreacja;380000;Tak;WBO Zielony Wroc³aw - 250 drzew i 5000 kwitn¹cych krzewów dla Wroc³awia i jego mieszkañców – projekt ogólnomiejski
174;numer geodezyjny dzia³ki (na podstawie www.geoportal.wroclaw.pl): Krzyki, AR_7, 38/11;Krzyki-Partynice;piesze/rowerowe;72400;Tak;BUDOWA CHODNIKA W CI¥GU ULICY MGLISTEJ
175;Projekt dotyczy dzia³ek drogowych o numerach 12, 24, 37 i 57, Obrêb Gaj AR_9;Gaj;drogowe;1406800;Tak;Uporz¹dkowanie i renowacja dróg w kwartale ulic D³ugopolska, Puszczykowska, Dusznicka i Kudowska - Osiedle Gaj
176;Wroc³aw, dzielnica Psie Pole (Kar³owice), ul. Chrzanowskiego;Kar³owice-Ró¿anka;drogowe;1920000;Tak;Budowa drogi: ulica Chrzanowskiego
177;Wyspa S³odowa;Stare Miasto;inne;10000;Tak;Demonta¿ bramek na Wyspie S³odowej
178;ul. Kasprowicza 89a;Kar³owice-Ró¿anka;drogowe;149999;Tak;Parking czasowy przy wejœciu do Przedszkola nr 1 na Kar³owicach (Planeta Uœmiechu)
179;http://gis.um.wroc.pl/imap/?gpmap=gp16;¯erniki ;inne;150000;Nie;S³upy og³oszeniowe na Osiedlu ¯erniki
180;Wroc³aw ul . Majchra - dzia³ka 15/7-;Leœnica;drogowe;500000;Tak;"Budowa parkingu ""Park&Ride"""
181;Teren zieleni na przeciw bloków na ul. Litewskiej 30 - dzia³ka 23/17, AM 24, obrêb Psie Pole;Psie Pole-Zawidawie;zieleñ/rekreacja;78600;Tak;Budowê si³owni zewnêtrznej Psie pole (osiedle Kie³czowskie)
182;Teren zieleni miejskiej znajduj¹cy siê w Parku Jednoœci w obrêbie ulic Irkuckiej i Zatorskiej wzd³u¿ ulicy Królewskiej na osiedlu Zakrzów w dzielnicy Psie Pole-Zawidawie.;Psie Pole-Zawidawie;zieleñ/rekreacja;2000000;Tak;Kontynuacja budowy Parku Jednoœci na Zakrzowie. Kompleksowe zagospodarowanie terenu zieleni miejskiej wzd³u¿ ul. Królewskiej, stworzenie miejsca rekreacji i zabaw dla mieszkañców Zakrzowa i okolic.
183;Teren zieleni miejskiej znajduj¹cy siê w Parku Jednoœci w obrêbie ulic Irkuckiej i Charkowskiej wzd³u¿ ulicy Królewskiej na osiedlu Zakrzów w dzielnicy Psie Pole - Zawidawie.;Psie Pole-Zawidawie;place zabaw;500000;Tak;Rozbudowa placów zabaw w Parku Jednoœci na Zakrzowie. Rozszerzenie funkcjonalnoœci placów zabaw dla dzieci m³odszych i starszych poprzez zamontowanie kolejnych urz¹dzeñ. 
184;Ca³e miasto ( przystanki komunikacji miejskiej, parki miejskie, place zabaw);Wroc³aw;inne;150000;Nie;Pojemniki na odpady segregowane  zamiast zwyk³ych koszy na œmieci
185;ul. Mickiewicza od numeru 39 do 95;Biskupin-Sêpolno-D¹bie-Bartoszowice;piesze/rowerowe;120000;Tak;Dokoñczenie œcie¿ki rowerowej wzd³u¿ ulicy Mickiewicza
186;TKACKA, RÊKODZIELNICZA, PILCZYCKA;Pilczyce-Kozanów-Popowice P³n.;piesze/rowerowe;50000;Tak;USPOKOJENIE RUCHU I  BEZPIECZEÑSTWO PIESZYCH
187;Plac Grunwaldzki, AR_4, 3 (R.OD. Piast, ogródek dzia³kowy nr 106);O³bin;inne;65000;Nie;"""Naturam Vives"" - Sieæ Otwartych Ogrodów Wroc³awskich oraz Pogotowie Ogrodnicze"
188; ulica Schuberta;Jagodno;drogowe;218000;Tak;Utwardzenie drogi oraz budowa chodnika w ci¹gu ulic Vivaldiego-Schuberta na osiedlu Jagodno
189;"ULICA STARODWORSKA WE WROC£AWIU (ODCINEK OD ULICY ŒWI¥TNICKIEJ DO ULICY ZAG£ÊBIOWSKIEJ)
DZ. NR 36, AM-1, OBRÊB : KSIÊ¯E WIELKIE – dzia³ka gminna";Ksiê¿e;drogowe;913441;Tak;Budowa nawierzchni wraz z infrastruktur¹ towarzysz¹c¹ (odwonienie, chodniki, oœwietlenie) na ulicy Starodworskiej. Odcinek od ulicy Œwi¹tnickiej do ulicy Zag³êbiowskiej.
190;miasto Wroc³aw;Wroc³aw;inne;200000;Nie;Wroc³awskie tramwaje - ¿aden w ferie zimowe w zajezdni nie zostaje.
191;Park Jana Kasprowicza, al. J. Kasprowicza, Kar³owice, AR_7, 103/7;Kar³owice-Ró¿anka;place zabaw;149999;Tak;Rozbudowa placu zabaw w Parku Jana Kasprowicza na Kar³owicach
192;"Obrêb Ró¿anka,nr arkusza -11,nr dzia³ki 106 - pas zieleni przy bloku Bezpieczna 10-18.
Obrêb Ró¿anka,nr arkusza -11,nr dzia³ki 106 - pas zieleni za drog¹ wewn. do dzia³k nr 114/5 ";Kar³owice-Ró¿anka;drogowe;-750000;Nie;miejsca postojowe dla samochodów osobowych
193;Nadodrze, ul.Jednoœci Narodowej;Nadodrze;piesze/rowerowe;129000;Tak;Posadzenie drzew na ul.Jednoœci Narodowej
194;ul. Zaziêbie, dzia³ka nr 10 AM 5 obr. Œwiniary;Œwiniary;zieleñ/rekreacja;399600;Nie;Rekreacja dla dzieci i rodziców
195;Wroc³aw, ul. Hermanowska, numer arkusza mapy 2, numer dzia³ki 13/1;KuŸniki;place zabaw;145860;Nie;Budowa wielofunkcyjnego placu zabaw „Wyspa Krasnali”
196;dzia³ka nr 11/3 AM 4 obr. Œwiniary;Œwiniary;sport;546000;Tak;Sportosfera
197;"ul. Zaziêbie, dzia³ka nr 10, 
AM 5 obr. Œwiniary";Œwiniary;zieleñ/rekreacja;132000;Nie;Miniamfiteatr
198;5/3, 15/2 oraz 6/10;Tarnogaj;piesze/rowerowe;400000;Tak;poszerzenia/stworzenia chodnika wzd³u¿ pó³nocnego odcinka ul. Piêknej 
199;dzia³ka 88;Huby;drogowe;1500000;Tak;Remont nawierzchni na ul.Kamiennej od skrzy¿owania z ul. Tomaszowsk¹ do skrzy¿owania z ul. Œlê¿n¹ 
200;dzia³ki 80/1, 80/2, 13, 1, 1/2;Tarnogaj;drogowe;2000000;Tak;Naprawa ul. Piêknej od skrzy¿owania z ul. Hubsk¹ do skrzy¿owania z ul. Nysk¹
201;ul. Wincentego Stysia 19, dzia³ka Po³udnie, AR_43, 40/3 oraz Po³udnie, AR_43, 42/2;Powstañców Œl¹skich;piesze/rowerowe;36300;Tak;Trochê wiêcej chodnika na Stysia
202;"Obrêb: 45-Stab³owice
Arkusz: AR_29
Nr dzia³ki: 343";Leœnica;drogowe;99000;Tak;Parking Park and Ride - Stab³owice, ul. Boguszowska
203;O³taszyn, ul. Pszczelarska - Strachowskiego, dzia³ka 7/8;O³taszyn;zieleñ/rekreacja;55000;Tak;Oczko wodne przy ulicy Strachowskiego i Pszczelarskiej
204;O³taszyn, ul. £ubinowa, dzia³ka 7/1;O³taszyn;zieleñ/rekreacja;180000;Nie;Park przy £ubinowej
205;ul.Lubelska 95a, Dzia³ka nr 161, AR_6 Maœlice;Maœlice;edukacja;600000;Tak;Modernizacja bazy sportowej przy Gimnazjum nr 22 im.Lothara Herbsta ul.Lubelska 95a we Wroc³awiu.  
206;Maœlice AR_6 nr dzia³ki 161;Maœlice;edukacja;1050000;Tak;Modernizacja bazy sportowej przy Gimnazjum nr 22 i. Lothara Herbsta ul. Lubelska 95A we Wroc³awiu.  
207;Pó³nocna czêœæ dzia³ek nr 8/1 oraz 9/4 AM-5, Ob. K³okoczyce przy ul. K³okoczyckiej z dojœciem od ul. Z³otej Lilii.;Psie Pole-Zawidawie;place zabaw;603000;Nie;PLAC ZABAW W K£OKOCZYCACH
208;Wroc³aw ulice Krasiñskiego, Dworcowa, Komuny Paryskiej, Worcella, Podwale;Przedmieœcie O³awskie;inne;300000;Nie;System monitoringu - Krasiñskiego, Dworcowa, Komuny Paryskiej, Worcella, Podwale
209;"Stab³owice AR_8, 3/22,
Stab³owice AR_8, 3/38,
Stab³owice, AR_8, 8/1 (dzia³ka niebêd¹ca w³asnoœci¹ Gminy Wroc³aw).";Leœnica;piesze/rowerowe;10000;Tak;Chodnik marzeñ dla mieszkañców Stab³owic
210;"Wroc³aw , ul. Gagarina. numer geodezyjny dzia³ki :    AR_ 17,18 .
";Muchobór Wielki;zieleñ/rekreacja;95800;Nie;Utworzenie traktu rekreacyjno-spacerowego na drodze gruntowej  ³¹cz¹cej ul. Gagarina z asfaltow¹ drog¹ serwisow¹ Przy Autostradowej Obwodnicy Wroc³awia.
211;Leœnica, AR_9, 13/6 Park Leœnicki;Leœnica;zieleñ/rekreacja;59760;Tak;Si³ownia Park Leœnicki
212;Skrzy¿owanie ulicy Królewieckiej z Mr¹gowsk¹, prawdopodobnie Pilczyce, AR_1, 30/1;Maœlice;drogowe;120000;Tak;Poprawa bezpieczeñstwa na ulicy Królewieckiej- budowa ronda przy skrzy¿owaniu z Mr¹gowsk¹.
213;22/3, 21/11 Psie Pole.;Psie Pole-Zawidawie;piesze/rowerowe;20000;Tak;Budowa progu zwalniaj¹cego wyspowego na przejœciu dla pieszych przy ulicy Poleskiej
214;"U  zbiegu ulicy Krzywickiego z ulic¹ Œwiêtochowskiego. Dzia³ki 3/6  i  39/1,  obrêb Zacisze, arkusz 2 lub dzia³ka 3/5. Wskazane miejsce jest ostatnim wolnym terenem gdzie móg³by powstaæ plac zabaw.
";Zacisze-Zalesie-Szczytniki;place zabaw;77000;Nie;Budowa placu zabaw dla dzieci na osiedlu Zacisze
215;Dzia³ka miejska 5/150 na Osiedlu G¹dów Ma³y;G¹dów-Popowice P³d. ;zieleñ/rekreacja;486000;Nie;Plac rekreacji dla mieszkañców osiedla G¹dów ma³y
216;Dzia³ka nr 15 AM w obrêbie osiedla KuŸniki;KuŸniki;drogowe;150000;Tak;Modernizacja ulicy Rewalskiej.
217;dzia³ka nr 2 AM3 osiedle KuŸniki;KuŸniki;piesze/rowerowe;100000;Tak;Alejka spacerowa
218;ul. Piechoty pomiêdzy nr 7 a 9 i Szczepowa pomiêdzy 24 a 26, dzia³ka obrêb O³taszyn AR_7, 238 w zarz¹dzie ZDiUM;O³taszyn;piesze/rowerowe;41000;Tak;Uporz¹dkowanie i utwardzenie kostk¹ betonow¹ ³¹cznika pomiêdzy ulicami Szczepow¹ a Piechoty wraz z oœwietleniem 
219;"ul. Poleska, ul. Kie³czowska we Wroc³awiu.  Obrêb Psie Pole. Arkusz mapy 23. Numer dzia³ki 20; Arkusz mapy 24. Numer dzia³ki 27;  ";Psie Pole-Zawidawie;drogowe;500000;Nie;Budowa miejsc parkingowych oraz oœwietlenia przejœæ dla pieszych na Osiedlu Psie Pole
220;"ul. Starzyñskiego 11 - 13 dzia³ka AR_6, 55; ul. Starzyñskiego 23 - 25 dzia³ka AR_6, 131; ul. Starzyñskiego 43 - 45 dzia³ka AR_6, 238 wszystkie dzia³ki w zarz¹dzie ZDiUM";O³taszyn;piesze/rowerowe;59000;Tak;Uporz¹dkowanie, wykonanie utwardzenia i oœwietlenia w poziomie nawierzchni, na dojœciach do S³onecznego Parku na O³taszynie
221;Podwale 58- Podwale 67 - Dworcowa 11;Przedmieœcie Œwidnickie, Przedmieœcie O³awskie, granice wroc³awskich osiedli;piesze/rowerowe;90000;Tak;Pas rowerowy Podwale - Dworcowa
222;Mennicza;Stare Miasto;piesze/rowerowe;100000;Tak;Kontrapas rowerowy wylewka wzd³u¿ Menniczej
223;£azienna;Stare Miasto;piesze/rowerowe;60000;Tak;Kontrapas wylewka asfaltowa na £aziennej
224;Pilczyce, ul. Królewiecka 31, numer geodezyjny dzia³ki: 31/1;Maœlice;drogowe;140000;Tak;Sygnalizacja œwietlna na skrzy¿owaniu ulic Królewiecka/Mr¹gowska
225;Nowy Œwiat 26;Stare Miasto;piesze/rowerowe;100000;Tak;Przejœcie dla pieszych i przejazd rowerowy przez Nowy Œwiat
226;"Skwer przy pomniku Kopernika; ks. Piotra Skargi";Stare Miasto;piesze/rowerowe;100000;Tak;Remont nawierzchni na placu z Miko³ajem Kopernikiem.
227;Dzia³ki nr 19/11, 19/14, 11  AM - 9  obr. Po³udnie, ul. Miernicza od nr 15 do 27 i Komuny Paryskiej 58-60 i 62-64;Przedmieœcie O³awskie;rewitalizacja;149899;Tak;Zagospodarowanie podwórza przy Komuny Paryskiej i Mierniczej
228;Bednarska 1 do 7, dzia³ka 9 B;Pilczyce-Kozanów-Popowice P³n.;drogowe;15000;Nie;PARKING
229;park przy ul. Ziemniaczanej w Bieñkowicach;Bieñkowice;zieleñ/rekreacja;60000;Tak;rewitalizacja dwóch oczek wodnych w parku przy ul. Ziemniaczanej w Bieñkowicach
230;plac grunwaldzki;Plac Grunwaldzki;piesze/rowerowe;7500;Tak;Wyznaczenie pasa rowerowego na jezdni na ulicy Plac Grunwaldzki (strona pó³nocna) od przejœcia dla pieszych przy Rondzie Reagana do przejœcia dla pieszych przy moœcie grunwaldzkim
231;park przy ul. Ziemniaczanej w Bieñkowicach;Bieñkowice;zieleñ/rekreacja;120000;Tak;Wykonanie alejek w parku przy ul. Ziemniaczanej w Bieñkowicach
232;"Analiza w³asnoœci-Plac Grunwaldzki, AR_25, 33/5
Typ w³asnoœci-W³asnoœæ Gminy 
Nazwa obrêbu-Plac Grunwaldzki
Numer arkusza mapy-25
Numer dzia³ki-33/5";Nadodrze;rewitalizacja;250000;Tak;Qpa zabawy zamiast b³ota i py³u - rewitalizacja podwórka przy ulicy: Pomorskiej, Dubois, Cybulskiego, Drobnera.
